Congregate Meals,Home Meals,NFCSP,Preventive Services,Supportive Services,pop60,scenarioId,scenario,State,Year,Total Title III,id
2217600,1120392,745400,98247,1719898,120582,1,Allocation proportional to the share of senior pop,Wyoming,2019,5901537,56
6491586,3314409,2210499,312641,5347831,992442,2,Hold Harmless Provision - Reauthorization,Alabama,2015,17676966,1
6630460,3437786,2273071,311357,5325874,1044134,2,Hold Harmless Provision - Reauthorization,Alabama,2016,17978548,1
6696419,3451170,2250340,308243,5272615,1044134,2,Hold Harmless Provision - Reauthorization,Alabama,2017,17978787,1
6729849,3453739,2271058,305160,5219888,1044134,2,Hold Harmless Provision - Reauthorization,Alabama,2018,17979694,1
6757148,3456236,2281014,302108,5167689,1044134,2,Hold Harmless Provision - Reauthorization,Alabama,2019,17964195,1
2177988,1075581,723622,98653,1728330,101962,2,Hold Harmless Provision - Reauthorization,Alaska,2015,5804174,2
2219293,1120393,745401,98248,1721234,110959,2,Hold Harmless Provision - Reauthorization,Alaska,2016,5904569,2
2197100,1109189,737946,97265,1704021,110959,2,Hold Harmless Provision - Reauthorization,Alaska,2017,5845521,2
2175129,1098097,730566,96292,1686980,110959,2,Hold Harmless Provision - Reauthorization,Alaska,2018,5787064,2
2153377,1087116,723260,95329,1670110,110959,2,Hold Harmless Provision - Reauthorization,Alaska,2019,5729192,2
8987114,4588551,3171015,380303,6505241,1345111,2,Hold Harmless Provision - Reauthorization,Arizona,2015,23632224,4
9321402,4832995,3337314,378742,6478530,1453606,2,Hold Harmless Provision - Reauthorization,Arizona,2016,24348983,4
9322515,4804595,3303940,391199,6699165,1453606,2,Hold Harmless Provision - Reauthorization,Arizona,2017,24521414,4
9369055,4808172,3270900,403168,6905473,1453606,2,Hold Harmless Provision - Reauthorization,Arizona,2018,24756768,4
9407060,4811649,3238191,409520,7016057,1453606,2,Hold Harmless Provision - Reauthorization,Arizona,2019,24882477,4
4163564,2057220,1406669,198548,3464889,615931,2,Hold Harmless Provision - Reauthorization,Arkansas,2015,11290890,5
4163564,2123029,1442327,197733,3450663,642272,2,Hold Harmless Provision - Reauthorization,Arkansas,2016,11377316,5
4121928,2122897,1427903,195755,3416156,642272,2,Hold Harmless Provision - Reauthorization,Arkansas,2017,11284639,5
4139692,2124478,1413623,193797,3381994,642272,2,Hold Harmless Provision - Reauthorization,Arkansas,2018,11253584,5
4156484,2126014,1403107,191859,3348174,642272,2,Hold Harmless Provision - Reauthorization,Arkansas,2019,11225638,5
43618817,22270459,14793851,2000665,34222266,6585577,2,Hold Harmless Provision - Reauthorization,California,2015,116906058,6
45080598,23373558,15350031,1992449,34081746,7089458,2,Hold Harmless Provision - Reauthorization,California,2016,119878382,6
45467328,23432744,15273176,1972524,33740928,7089458,2,Hold Harmless Provision - Reauthorization,California,2017,119886700,6
45694313,23450191,15420027,1966312,33679048,7089458,2,Hold Harmless Provision - Reauthorization,California,2018,120209891,6
45879667,23467147,15487625,1997292,34218381,7089458,2,Hold Harmless Provision - Reauthorization,California,2019,121050112,6
6099151,3114043,1914700,240388,4111937,909577,2,Hold Harmless Provision - Reauthorization,Colorado,2015,15480219,8
6334621,3284398,2000285,239401,4095054,998824,2,Hold Harmless Provision - Reauthorization,Colorado,2016,15953759,8
6405829,3301407,2151816,268806,4603233,998824,2,Hold Harmless Provision - Reauthorization,Colorado,2017,16731091,8
6437809,3303865,2172506,277031,4744994,998824,2,Hold Harmless Provision - Reauthorization,Colorado,2018,16936205,8
6463923,3306254,2182030,281395,4820980,998824,2,Hold Harmless Provision - Reauthorization,Colorado,2019,17054582,8
5241452,2487455,1717627,245082,4358914,747147,2,Hold Harmless Provision - Reauthorization,Connecticut,2015,14050530,9
5241452,2565047,1746824,244076,4341017,775540,2,Hold Harmless Provision - Reauthorization,Connecticut,2016,14138416,9
5189037,2563387,1729355,241635,4297606,775540,2,Hold Harmless Provision - Reauthorization,Connecticut,2017,14021020,9
5137146,2565296,1712061,239218,4254629,775540,2,Hold Harmless Provision - Reauthorization,Connecticut,2018,13908350,9
5085774,2567151,1694940,236825,4212082,775540,2,Hold Harmless Provision - Reauthorization,Connecticut,2019,13796772,9
2177988,1075581,723622,98653,1728330,196251,2,Hold Harmless Provision - Reauthorization,Delaware,2015,5804174,10
2219293,1120393,745401,98248,1721234,209572,2,Hold Harmless Provision - Reauthorization,Delaware,2016,5904569,10
2197100,1109189,737946,97265,1704021,209572,2,Hold Harmless Provision - Reauthorization,Delaware,2017,5845521,10
2175129,1098097,730566,96292,1686980,209572,2,Hold Harmless Provision - Reauthorization,Delaware,2018,5787064,10
2153377,1087116,723260,95329,1670110,209572,2,Hold Harmless Provision - Reauthorization,Delaware,2019,5729192,10
2177988,1075581,723622,98653,1728330,103933,2,Hold Harmless Provision - Reauthorization,District of Columbia,2015,5804174,11
2219293,1120393,745401,98248,1721234,107162,2,Hold Harmless Provision - Reauthorization,District of Columbia,2016,5904569,11
2197100,1109189,737946,97265,1704021,107162,2,Hold Harmless Provision - Reauthorization,District of Columbia,2017,5845521,11
2175129,1098097,730566,96292,1686980,107162,2,Hold Harmless Provision - Reauthorization,District of Columbia,2018,5787064,11
2153377,1087116,723260,95329,1670110,107162,2,Hold Harmless Provision - Reauthorization,District of Columbia,2019,5729192,11
31088385,15872796,11694400,1461605,25001315,4704915,2,Hold Harmless Provision - Reauthorization,Florida,2015,85118501,12
32045414,16615026,12143606,1455604,24898663,5030334,2,Hold Harmless Provision - Reauthorization,Florida,2016,87158313,12
32261401,16626734,12022169,1441047,24649676,5030334,2,Hold Harmless Provision - Reauthorization,Florida,2017,87001027,12
32422458,16639113,11901947,1426636,24403179,5030334,2,Hold Harmless Provision - Reauthorization,Florida,2018,86793333,12
32553976,16651144,11782927,1417181,24279696,5030334,2,Hold Harmless Provision - Reauthorization,Florida,2019,86684924,12
11081426,5657844,3522925,457613,7827659,1664503,2,Hold Harmless Provision - Reauthorization,Georgia,2015,28547467,13
11449654,5936459,3681542,455734,7795519,1803128,2,Hold Harmless Provision - Reauthorization,Georgia,2016,29318908,13
11564129,5959868,3884569,485264,8309991,1803128,2,Hold Harmless Provision - Reauthorization,Georgia,2017,30203821,13
11621861,5964305,3921919,500110,8565906,1803128,2,Hold Harmless Provision - Reauthorization,Georgia,2018,30574101,13
11669003,5968618,3939112,507989,8703080,1803128,2,Hold Harmless Provision - Reauthorization,Georgia,2019,30787802,13
2177988,1075581,723622,98653,1728330,298039,2,Hold Harmless Provision - Reauthorization,Hawaii,2015,5804174,15
2219293,1120393,745401,98248,1721234,316555,2,Hold Harmless Provision - Reauthorization,Hawaii,2016,5904569,15
2197100,1109189,737946,97265,1704021,316555,2,Hold Harmless Provision - Reauthorization,Hawaii,2017,5845521,15
2175129,1098097,730566,96292,1686980,316555,2,Hold Harmless Provision - Reauthorization,Hawaii,2018,5787064,15
2153377,1087116,723260,95329,1670110,316555,2,Hold Harmless Provision - Reauthorization,Hawaii,2019,5729192,15
2177988,1075581,723622,98653,1728330,305498,2,Hold Harmless Provision - Reauthorization,Idaho,2015,5804174,16
2219293,1120393,745401,98248,1721234,334722,2,Hold Harmless Provision - Reauthorization,Idaho,2016,5904569,16
2197100,1109189,737946,97265,1704021,334722,2,Hold Harmless Provision - Reauthorization,Idaho,2017,5845521,16
2175129,1107178,730566,96292,1686980,334722,2,Hold Harmless Provision - Reauthorization,Idaho,2018,5796145,16
2166164,1107978,731233,95329,1670110,334722,2,Hold Harmless Provision - Reauthorization,Idaho,2019,5770814,16
17286541,8085366,5457691,789335,14375090,2406456,2,Hold Harmless Provision - Reauthorization,Illinois,2015,45994023,17
17286541,8373552,5564836,786094,14316068,2534142,2,Hold Harmless Provision - Reauthorization,Illinois,2016,46327091,17
17113675,8376085,5509187,778233,14172907,2534142,2,Hold Harmless Provision - Reauthorization,Illinois,2017,45950087,17
16942538,8382321,5511921,770450,14031177,2534142,2,Hold Harmless Provision - Reauthorization,Illinois,2018,45638407,17
16773112,8388382,5536085,762745,13890865,2534142,2,Hold Harmless Provision - Reauthorization,Illinois,2019,45351189,17
8321546,4248732,2844470,400806,6855951,1262685,2,Hold Harmless Provision - Reauthorization,Indiana,2015,22671505,18
8499079,4406634,2906109,399161,6827801,1330640,2,Hold Harmless Provision - Reauthorization,Indiana,2016,23038784,18
8533888,4398156,2877047,395169,6759522,1330640,2,Hold Harmless Provision - Reauthorization,Indiana,2017,22963782,18
8576492,4401431,2894227,391217,6691926,1330640,2,Hold Harmless Provision - Reauthorization,Indiana,2018,22955293,18
8611281,4404613,2906915,387304,6625006,1330640,2,Hold Harmless Provision - Reauthorization,Indiana,2019,22935119,18
5081501,2189131,1555744,217942,4216934,655639,2,Hold Harmless Provision - Reauthorization,Iowa,2015,13261252,19
5081501,2260928,1575411,217047,4199620,682528,2,Hold Harmless Provision - Reauthorization,Iowa,2016,13334507,19
5030685,2255955,1559656,214876,4157623,682528,2,Hold Harmless Provision - Reauthorization,Iowa,2017,13218795,19
4980378,2257635,1544059,212727,4116046,682528,2,Hold Harmless Provision - Reauthorization,Iowa,2018,13110845,19
4930574,2259267,1528618,210599,4074885,682528,2,Hold Harmless Provision - Reauthorization,Iowa,2019,13003943,19
4089903,1863982,1284858,179886,3397503,556409,2,Hold Harmless Provision - Reauthorization,Kansas,2015,10816132,20
4089903,1932025,1310132,179147,3383554,589903,2,Hold Harmless Provision - Reauthorization,Kansas,2016,10894761,20
4049003,1949803,1297030,177355,3349718,589903,2,Hold Harmless Provision - Reauthorization,Kansas,2017,10822909,20
4008512,1951254,1284059,175581,3316220,589903,2,Hold Harmless Provision - Reauthorization,Kansas,2018,10735626,20
3968426,1952665,1288701,173825,3283057,589903,2,Hold Harmless Provision - Reauthorization,Kansas,2019,10666674,20
5782727,2952487,1933943,274322,4692373,876654,2,Hold Harmless Provision - Reauthorization,Kentucky,2015,15635852,21
5907747,3063071,1983860,273195,4673107,921666,2,Hold Harmless Provision - Reauthorization,Kentucky,2016,15900980,21
5910986,3046377,1985591,270463,4626375,921666,2,Hold Harmless Provision - Reauthorization,Kentucky,2017,15839792,21
5940495,3048645,2004682,267758,4580111,921666,2,Hold Harmless Provision - Reauthorization,Kentucky,2018,15841691,21
5964592,3050849,2013471,265080,4534309,921666,2,Hold Harmless Provision - Reauthorization,Kentucky,2019,15828301,21
5645998,2877419,1873003,277482,4746436,855795,2,Hold Harmless Provision - Reauthorization,Louisiana,2015,15420338,22
5774297,2993879,1920451,276343,4726948,904815,2,Hold Harmless Provision - Reauthorization,Louisiana,2016,15691918,22
5802914,2990679,1949288,273579,4679678,904815,2,Hold Harmless Provision - Reauthorization,Louisiana,2017,15696138,22
5831884,2992906,1968030,270843,4632881,904815,2,Hold Harmless Provision - Reauthorization,Louisiana,2018,15696544,22
5855540,2995070,1976658,268134,4586552,904815,2,Hold Harmless Provision - Reauthorization,Louisiana,2019,15681954,22
2177988,1086911,723622,98843,1728330,322834,2,Hold Harmless Provision - Reauthorization,Maine,2015,5815694,23
2219293,1131578,745401,98437,1721234,341152,2,Hold Harmless Provision - Reauthorization,Maine,2016,5915943,23
2197100,1127607,737946,97452,1704021,341152,2,Hold Harmless Provision - Reauthorization,Maine,2017,5864126,23
2198857,1128447,742027,96477,1686980,341152,2,Hold Harmless Provision - Reauthorization,Maine,2018,5852788,23
2207776,1129263,745280,96111,1670110,341152,2,Hold Harmless Provision - Reauthorization,Maine,2019,5848540,23
7289263,3721679,2421098,338901,5797028,1101014,2,Hold Harmless Provision - Reauthorization,Maryland,2015,19567969,24
7466055,3871028,2496960,337509,5773227,1171841,2,Hold Harmless Provision - Reauthorization,Maryland,2016,19944779,24
7515451,3873279,2524556,334133,5715494,1171841,2,Hold Harmless Provision - Reauthorization,Maryland,2017,19962913,24
7552970,3876163,2548829,330791,5658339,1171841,2,Hold Harmless Provision - Reauthorization,Maryland,2018,19967092,24
7583608,3878965,2560003,330139,5656074,1171841,2,Hold Harmless Provision - Reauthorization,Maryland,2019,20008789,24
9780267,4545091,3095082,436787,8124432,1351430,2,Hold Harmless Provision - Reauthorization,Massachusetts,2015,25981659,25
9780267,4708313,3160073,434993,8091074,1429054,2,Hold Harmless Provision - Reauthorization,Massachusetts,2016,26174720,25
9682464,4723443,3128472,430643,8010163,1429054,2,Hold Harmless Provision - Reauthorization,Massachusetts,2017,25975185,25
9585639,4726960,3108284,426336,7930061,1429054,2,Hold Harmless Provision - Reauthorization,Massachusetts,2018,25777280,25
9489782,4730378,3121910,422072,7850760,1429054,2,Hold Harmless Provision - Reauthorization,Massachusetts,2019,25614902,25
13533437,6909767,4622288,651235,11139631,2056917,2,Hold Harmless Provision - Reauthorization,Michigan,2015,36856358,26
13819524,7165199,4726418,648562,11093893,2173764,2,Hold Harmless Provision - Reauthorization,Michigan,2016,37453596,26
13941156,7184929,4683049,642076,10982954,2173764,2,Hold Harmless Provision - Reauthorization,Michigan,2017,37434164,26
14010754,7190279,4728076,635655,10873124,2173764,2,Hold Harmless Provision - Reauthorization,Michigan,2018,37437888,26
14067587,7195478,4748803,629298,10764392,2173764,2,Hold Harmless Provision - Reauthorization,Michigan,2019,37405558,26
6892698,3519205,2381981,318201,5442947,1039047,2,Hold Harmless Provision - Reauthorization,Minnesota,2015,18555032,27
7072298,3666871,2442543,316895,5420599,1105223,2,Hold Harmless Provision - Reauthorization,Minnesota,2016,18919206,27
7088205,3653087,2418117,313726,5366393,1105223,2,Hold Harmless Provision - Reauthorization,Minnesota,2017,18839528,27
7123591,3655807,2403931,310588,5312729,1105223,2,Hold Harmless Provision - Reauthorization,Minnesota,2018,18806646,27
7152488,3658450,2414469,311371,5334532,1105223,2,Hold Harmless Provision - Reauthorization,Minnesota,2019,18871310,27
3891114,1922056,1278829,184160,3238959,572994,2,Hold Harmless Provision - Reauthorization,Mississippi,2015,10515118,28
3891114,1993637,1311331,183404,3225660,599028,2,Hold Harmless Provision - Reauthorization,Mississippi,2016,10605146,28
3852202,1979963,1298217,181569,3193403,599028,2,Hold Harmless Provision - Reauthorization,Mississippi,2017,10505354,28
3860968,1981437,1302924,179753,3161468,599028,2,Hold Harmless Provision - Reauthorization,Mississippi,2018,10486550,28
3876629,1982870,1308636,177955,3129853,599028,2,Hold Harmless Provision - Reauthorization,Mississippi,2019,10475943,28
8467047,4151744,2847841,397174,7045015,1241784,2,Hold Harmless Provision - Reauthorization,Missouri,2015,22908821,29
8467047,4298337,2914714,395543,7016089,1303066,2,Hold Harmless Provision - Reauthorization,Missouri,2016,23091730,29
8382376,4307016,2885566,391587,6945928,1303066,2,Hold Harmless Provision - Reauthorization,Missouri,2017,22912473,29
8398767,4310223,2856710,387671,6876468,1303066,2,Hold Harmless Provision - Reauthorization,Missouri,2018,22829839,29
8432835,4313339,2846677,383794,6807703,1303066,2,Hold Harmless Provision - Reauthorization,Missouri,2019,22784348,29
2177988,1075581,723622,98653,1728330,226433,2,Hold Harmless Provision - Reauthorization,Montana,2015,5804174,30
2219293,1120393,745401,98248,1721234,241643,2,Hold Harmless Provision - Reauthorization,Montana,2016,5904569,30
2197100,1109189,737946,97265,1704021,241643,2,Hold Harmless Provision - Reauthorization,Montana,2017,5845521,30
2175129,1098097,730566,96292,1686980,241643,2,Hold Harmless Provision - Reauthorization,Montana,2018,5787064,30
2153377,1087116,723260,95329,1670110,241643,2,Hold Harmless Provision - Reauthorization,Montana,2019,5729192,30
2738802,1216914,845425,117205,2271270,361845,2,Hold Harmless Provision - Reauthorization,Nebraska,2015,7189616,31
2738802,1260729,859814,116724,2261944,378569,2,Hold Harmless Provision - Reauthorization,Nebraska,2016,7238013,31
2711413,1251281,851215,115556,2239324,378569,2,Hold Harmless Provision - Reauthorization,Nebraska,2017,7168789,31
2684298,1252213,842702,114400,2216930,378569,2,Hold Harmless Provision - Reauthorization,Nebraska,2018,7110543,31
2657455,1253118,834274,113256,2194760,378569,2,Hold Harmless Provision - Reauthorization,Nebraska,2019,7052863,31
3469542,1771444,1117962,142412,2436002,521939,2,Hold Harmless Provision - Reauthorization,Nevada,2015,8937362,32
3612643,1873096,1182221,141827,2426000,565952,2,Hold Harmless Provision - Reauthorization,Nevada,2016,9235787,32
3629660,1870637,1219258,152310,2608276,565952,2,Hold Harmless Provision - Reauthorization,Nevada,2017,9480141,32
3647780,1872030,1230982,156970,2688601,565952,2,Hold Harmless Provision - Reauthorization,Nevada,2018,9596363,32
3662577,1873384,1236378,159443,2731656,565952,2,Hold Harmless Provision - Reauthorization,Nevada,2019,9663438,32
2177988,1075581,723622,98653,1728330,282709,2,Hold Harmless Provision - Reauthorization,New Hampshire,2015,5804174,33
2219293,1120393,745401,98248,1721234,303353,2,Hold Harmless Provision - Reauthorization,New Hampshire,2016,5904569,33
2197100,1109189,737946,97265,1704021,303353,2,Hold Harmless Provision - Reauthorization,New Hampshire,2017,5845521,33
2175129,1098097,730566,96292,1686980,303353,2,Hold Harmless Provision - Reauthorization,New Hampshire,2018,5787064,33
2153377,1087116,723260,95329,1670110,303353,2,Hold Harmless Provision - Reauthorization,New Hampshire,2019,5729192,33
12190488,5863371,4034488,582688,10157127,1757126,2,Hold Harmless Provision - Reauthorization,New Jersey,2015,32828162,34
12190488,6062752,4110299,580295,10115423,1843602,2,Hold Harmless Provision - Reauthorization,New Jersey,2016,33059257,34
12068583,6093647,4069196,574492,10014268,1843602,2,Hold Harmless Provision - Reauthorization,New Jersey,2017,32820186,34
11947897,6098184,4028504,568747,9914125,1843602,2,Hold Harmless Provision - Reauthorization,New Jersey,2018,32557457,34
11930932,6102593,4027531,563059,9814983,1843602,2,Hold Harmless Provision - Reauthorization,New Jersey,2019,32439098,34
2736402,1397125,916363,119546,2044879,422257,2,Hold Harmless Provision - Reauthorization,New Mexico,2015,7214315,35
2806521,1455136,950483,119055,2036483,449138,2,Hold Harmless Provision - Reauthorization,New Mexico,2016,7367678,35
2880488,1484533,967600,120873,2069921,449138,2,Hold Harmless Provision - Reauthorization,New Mexico,2017,7523415,35
2894869,1485638,976904,124571,2133666,449138,2,Hold Harmless Provision - Reauthorization,New Mexico,2018,7615648,35
2906611,1486712,981186,126534,2167835,449138,2,Hold Harmless Provision - Reauthorization,New Mexico,2019,7668878,35
28963855,12985216,8915220,1291787,24032989,3879677,2,Hold Harmless Provision - Reauthorization,New York,2015,76189067,36
28963855,13395710,9061943,1286483,23934312,4054089,2,Hold Harmless Provision - Reauthorization,New York,2016,76642303,36
28674216,13399957,8971323,1273618,23694968,4054089,2,Hold Harmless Provision - Reauthorization,New York,2017,76014082,36
28387473,13409933,8881609,1260881,23458018,4054089,2,Hold Harmless Provision - Reauthorization,New York,2018,75397914,36
28103598,13419629,8856560,1248272,23223437,4054089,2,Hold Harmless Provision - Reauthorization,New York,2019,74851496,36
12708685,6488673,4251733,542069,9272301,1911079,2,Hold Harmless Provision - Reauthorization,North Carolina,2015,33263461,37
13077861,6780659,4417060,539844,9234231,2035198,2,Hold Harmless Provision - Reauthorization,North Carolina,2016,34049655,37
13052481,6726928,4384529,547719,9379521,2035198,2,Hold Harmless Provision - Reauthorization,North Carolina,2017,34091178,37
13117642,6731936,4426686,564477,9668374,2035198,2,Hold Harmless Provision - Reauthorization,North Carolina,2018,34509115,37
13170852,6736804,4446092,573370,9823202,2035198,2,Hold Harmless Provision - Reauthorization,North Carolina,2019,34750320,37
2177988,1075581,723622,98653,1728330,140985,2,Hold Harmless Provision - Reauthorization,North Dakota,2015,5804174,38
2219293,1120393,745401,98248,1721234,147423,2,Hold Harmless Provision - Reauthorization,North Dakota,2016,5904569,38
2197100,1109189,737946,97265,1704021,147423,2,Hold Harmless Provision - Reauthorization,North Dakota,2017,5845521,38
2175129,1098097,730566,96292,1686980,147423,2,Hold Harmless Provision - Reauthorization,North Dakota,2018,5787064,38
2153377,1087116,723260,95329,1670110,147423,2,Hold Harmless Provision - Reauthorization,North Dakota,2019,5729192,38
16393785,8089852,5508674,784378,13674313,2416119,2,Hold Harmless Provision - Reauthorization,Ohio,2015,44451002,39
16393785,8368820,5598512,781158,13618168,2526094,2,Hold Harmless Provision - Reauthorization,Ohio,2016,44760443,39
16229847,8349484,5542526,773346,13481986,2526094,2,Hold Harmless Provision - Reauthorization,Ohio,2017,44377189,39
16281657,8355700,5494416,765612,13347166,2526094,2,Hold Harmless Provision - Reauthorization,Ohio,2018,44244551,39
16347702,8361742,5518503,757955,13213694,2526094,2,Hold Harmless Provision - Reauthorization,Ohio,2019,44199596,39
5080736,2510093,1700964,241568,4234163,748495,2,Hold Harmless Provision - Reauthorization,Oklahoma,2015,13767524,40
5080736,2594510,1744261,240576,4216778,782886,2,Hold Harmless Provision - Reauthorization,Oklahoma,2016,13876861,40
5029928,2587668,1726818,238170,4174610,782886,2,Hold Harmless Provision - Reauthorization,Oklahoma,2017,13757194,40
5046004,2589595,1709549,235788,4132863,782886,2,Hold Harmless Provision - Reauthorization,Oklahoma,2018,13713799,40
5066473,2591467,1710292,233430,4091534,782886,2,Hold Harmless Provision - Reauthorization,Oklahoma,2019,13693196,40
5570464,2844111,1837888,239207,4091731,838574,2,Hold Harmless Provision - Reauthorization,Oregon,2015,14583401,41
5747906,2980196,1907586,238225,4074931,907556,2,Hold Harmless Provision - Reauthorization,Oregon,2016,14948844,41
5820493,2999739,1955193,244244,4182610,907556,2,Hold Harmless Provision - Reauthorization,Oregon,2017,15202279,41
5849551,3001973,1973992,251717,4311418,907556,2,Hold Harmless Provision - Reauthorization,Oregon,2018,15388651,41
5873279,3004143,1982646,255683,4380461,907556,2,Hold Harmless Provision - Reauthorization,Oregon,2019,15496212,41
21279716,9481622,6690013,955797,17695575,2832438,2,Hold Harmless Provision - Reauthorization,Pennsylvania,2015,56102723,42
21279716,9781330,6779539,951872,17622920,2962353,2,Hold Harmless Provision - Reauthorization,Pennsylvania,2016,56415377,42
21066918,9791448,6711743,942353,17446690,2962353,2,Hold Harmless Provision - Reauthorization,Pennsylvania,2017,55959152,42
20856248,9798738,6644625,932929,17272223,2962353,2,Hold Harmless Provision - Reauthorization,Pennsylvania,2018,55504763,42
20647685,9805823,6578178,923599,17099500,2962353,2,Hold Harmless Provision - Reauthorization,Pennsylvania,2019,55054785,42
2177988,1075581,723622,98653,1728330,222236,2,Hold Harmless Provision - Reauthorization,Rhode Island,2015,5804174,44
2219293,1120393,745401,98248,1721234,233796,2,Hold Harmless Provision - Reauthorization,Rhode Island,2016,5904569,44
2197100,1109189,737946,97265,1704021,233796,2,Hold Harmless Provision - Reauthorization,Rhode Island,2017,5845521,44
2175129,1098097,730566,96292,1686980,233796,2,Hold Harmless Provision - Reauthorization,Rhode Island,2018,5787064,44
2153377,1087116,723260,95329,1670110,233796,2,Hold Harmless Provision - Reauthorization,Rhode Island,2019,5729192,44
6580629,3359871,2166066,277230,4742126,992727,2,Hold Harmless Provision - Reauthorization,South Carolina,2015,17125922,45
6804818,3528187,2264508,276092,4722656,1070183,2,Hold Harmless Provision - Reauthorization,South Carolina,2016,17596261,45
6863481,3537269,2305549,288011,4932101,1070183,2,Hold Harmless Provision - Reauthorization,South Carolina,2017,17926411,45
6897745,3539903,2327716,296823,5083991,1070183,2,Hold Harmless Provision - Reauthorization,South Carolina,2018,18146178,45
6925725,3542462,2337921,301499,5165406,1070183,2,Hold Harmless Provision - Reauthorization,South Carolina,2019,18273013,45
2177988,1075581,723622,98653,1728330,171950,2,Hold Harmless Provision - Reauthorization,South Dakota,2015,5804174,46
2219293,1120393,745401,98248,1721234,181704,2,Hold Harmless Provision - Reauthorization,South Dakota,2016,5904569,46
2197100,1109189,737946,97265,1704021,181704,2,Hold Harmless Provision - Reauthorization,South Dakota,2017,5845521,46
2175129,1098097,730566,96292,1686980,181704,2,Hold Harmless Provision - Reauthorization,South Dakota,2018,5787064,46
2153377,1087116,723260,95329,1670110,181704,2,Hold Harmless Provision - Reauthorization,South Dakota,2019,5729192,46
8612557,4397313,2881977,391134,6690499,1309627,2,Hold Harmless Provision - Reauthorization,Tennessee,2015,22973480,47
8820689,4573384,2976352,389528,6663028,1386197,2,Hold Harmless Provision - Reauthorization,Tennessee,2016,23422981,47
8890196,4581789,2986353,385632,6596397,1386197,2,Hold Harmless Provision - Reauthorization,Tennessee,2017,23440367,47
8934578,4585200,3015067,384471,6585241,1386197,2,Hold Harmless Provision - Reauthorization,Tennessee,2018,23504557,47
8970820,4588515,3028285,390529,6690697,1386197,2,Hold Harmless Provision - Reauthorization,Tennessee,2019,23668846,47
27374192,13976441,8944706,1176030,20116444,4122541,2,Hold Harmless Provision - Reauthorization,Texas,2015,71587813,48
28371616,14710221,9329588,1171202,20033849,4452722,2,Hold Harmless Provision - Reauthorization,Texas,2016,73616476,48
28556960,14717556,9592723,1198331,20521049,4452722,2,Hold Harmless Provision - Reauthorization,Texas,2017,74586619,48
28699524,14728514,9684956,1234994,21153018,4452722,2,Hold Harmless Provision - Reauthorization,Texas,2018,75501006,48
28815941,14739163,9727413,1254452,21491761,4452722,2,Hold Harmless Provision - Reauthorization,Texas,2019,76028730,48
2598736,1326836,865484,108008,1847519,391561,2,Hold Harmless Provision - Reauthorization,Utah,2015,6746583,49
2688704,1394049,898325,107565,1839934,426513,2,Hold Harmless Provision - Reauthorization,Utah,2016,6928577,49
2735386,1409750,918858,114784,1965650,426513,2,Hold Harmless Provision - Reauthorization,Utah,2017,7144428,49
2749042,1410800,927693,118296,2026184,426513,2,Hold Harmless Provision - Reauthorization,Utah,2018,7232015,49
2760193,1411820,931760,120160,2058631,426513,2,Hold Harmless Provision - Reauthorization,Utah,2019,7282564,49
2177988,1075581,723622,98653,1728330,142183,2,Hold Harmless Provision - Reauthorization,Vermont,2015,5804174,50
2219293,1120393,745401,98248,1721234,151361,2,Hold Harmless Provision - Reauthorization,Vermont,2016,5904569,50
2197100,1109189,737946,97265,1704021,151361,2,Hold Harmless Provision - Reauthorization,Vermont,2017,5845521,50
2175129,1098097,730566,96292,1686980,151361,2,Hold Harmless Provision - Reauthorization,Vermont,2018,5787064,50
2153377,1087116,723260,95329,1670110,151361,2,Hold Harmless Provision - Reauthorization,Vermont,2019,5729192,50
10098485,5155983,3338050,455052,7783846,1530619,2,Hold Harmless Provision - Reauthorization,Virginia,2015,26831416,51
10366665,5374947,3458673,453184,7751887,1633947,2,Hold Harmless Provision - Reauthorization,Virginia,2016,27405356,51
10479109,5400675,3520094,448652,7674368,1633947,2,Hold Harmless Provision - Reauthorization,Virginia,2017,27522898,51
10531423,5404696,3553939,453187,7762198,1633947,2,Hold Harmless Provision - Reauthorization,Virginia,2018,27705443,51
10574143,5408604,3569519,460327,7886501,1633947,2,Hold Harmless Provision - Reauthorization,Virginia,2019,27899094,51
8792376,4489123,2846871,373189,6383531,1324632,2,Hold Harmless Provision - Reauthorization,Washington,2015,22885090,53
9084261,4710042,2964870,371656,6357321,1422823,2,Hold Harmless Provision - Reauthorization,Washington,2016,23488150,53
9125092,4702848,3065259,382915,6557297,1422823,2,Hold Harmless Provision - Reauthorization,Washington,2017,23833411,53
9170647,4706350,3094731,394630,6759236,1422823,2,Hold Harmless Provision - Reauthorization,Washington,2018,24125594,53
9207847,4709753,3108298,400847,6867478,1422823,2,Hold Harmless Provision - Reauthorization,Washington,2019,24294223,53
3305947,1481111,987307,143702,2744934,441224,2,Hold Harmless Provision - Reauthorization,West Virginia,2015,8663001,54
3305947,1523328,1001945,143112,2733663,459791,2,Hold Harmless Provision - Reauthorization,West Virginia,2016,8707995,54
3272887,1519744,991925,141680,2706326,459791,2,Hold Harmless Provision - Reauthorization,West Virginia,2017,8632562,54
3240158,1520876,1000075,140263,2679262,459791,2,Hold Harmless Provision - Reauthorization,West Virginia,2018,8580634,54
3207756,1521975,1004459,138860,2652469,459791,2,Hold Harmless Provision - Reauthorization,West Virginia,2019,8525519,54
